body,label
"JP Morgan admits US slavery links  Thousands of slaves were accepted as collateral for loans by two banks that later became part of JP Morgan Chase.  The admission is part of an apology sent to JP Morgan staff after the bank researched its links to slavery in order to meet legislation in Chicago. Citizens Bank and Canal Bank are the two lenders that were identified. They are now closed, but were linked to Bank One, which JP Morgan bought last year. About 13,000 slaves were used as loan collateral between 1831 and 1865.  Because of defaults by plantation owners, Citizens and Canal ended up owning about 1,250 slaves. ""We all know slavery existed in our country, but it is quite different to see how our history and the institution of slavery were intertwined,"" JP Morgan chief executive William Harrison and chief operating officer James Dimon said in the letter. ""Slavery was tragically ingrained in American society, but that is no excuse."" ""We apologise to the African-American community, particularly those who are descendants of slaves, and to the rest of the American public for the role that Citizens Bank and Canal Bank played."" ""The slavery era was a tragic time in US history and in our company's history."" JP Morgan said that it was setting up a $5m scholarship programme for students living in Louisiana, the state where the events took place. The bank said that it is a ""very different company than the Citizens and Canal Banks of the 1800s"".",business
"M&S cuts prices by average of 24%  Marks & Spencer has cut prices in London and the regions by an average of 24%, according to research from a City investment bank.  Dresdner Kleinwort Wasserstein said: ""In spite of the snow in the UK, it still feels very early to be cutting prices of spring merchandise."" Stuart Rose, head of M&S, said last year its prices were too high. ""We are bringing in ranges at new price points to compete against mid-market retailers like Next,"" said M&S.  Next is one of M&S's biggest competitors and the move may force it to lower prices. DrKW said the cuts are either to clear stock or could indicate a longer term ""step change in pricing in certain areas"" at M&S. ""Either way, this cannot be good news for M&S' margin,"" it added. ""We have brought in quite a lot of new clothing at new price points as part of Stuart Rose's strategy of quality, style -and price,"" said the M&S spokesman. Many analysts believe February is proving to be a difficult month for retailers and British Retail Consortium figures, due in a few weeks, are expected to reflect the tough trading environment. Separately, investment bank Goldman Sachs produced reseach showing that a basket of 35 M&S goods is now 11% above the high-street average, compared with 43% higher last year.  It has been a strange week for M&S, which on Tuesday received a statement from Philip Green, the billionaire Bhs owner, confirming he was not rebidding for the company. This was followed the same day by Mark Paulsmeier, a South African financier, issuing a press release saying his Paulsmeier Group was interested in M&S. A sudden spike in M&S's share price followed. However, an M&S spokesman said on Sunday it had no evidence that Mr Paulsmeier had lined up sufficient finance for a bid. He also said the Takeover Panel and the UK's financial watchdog the Financial Services Authority had been in touch with M&S at the beginning of the week to find out what it knew about the Paulsmeier developments.",business
"MCI shareholder sues to stop bid MCI shareholder sues to stop bid  A shareholder in US phone firm MCI has taken legal action to halt a $6.75bn (£3.6bn) buyout by telecoms giant Verizon, hoping to get a better deal.  The lawsuit was filed on Friday after Qwest Communications, which had an earlier offer for MCI rejected, said it would submit an improved bid. MCI's directors have backed Verizon, despite it tabling less money. They are accused of breaching their fiduciary duties by depriving MCI shareholders ""of maximum value"".  According the legal papers filed in a Delaware court, Verizon is set to pay an """"unconscionable, unfair and grossly inadequate"" sum for MCI, which was formerly known as Worldcom. Qwest said on Wednesday that MCI had rejected a deal worth $8bn. A number of large MCI shareholders expressed unhappiness at the decision, saying that Verizon's offer, made up of cash, shares and dividends, undervalued the company. Friday's lawsuit argues that the Verizon offer makes no provision for future growth prospects and that consolidation in the US phone industry will put a premium on MCI's network, assets and clients. MCI's directors have argued that Verizon is bigger than Qwest, has fewer debts and has built a successful mobile division. Chief executive Michael Capellas spent last week meeting with shareholders in an effort to win their backing.  In 2002, investors in the then-named Worldcom lost millions when the company filed for bankruptcy following an accounting scandal. However, the firm - now renamed MCI - has put its operations in order and emerged from bankruptcy protection last April. It is a long-distance and corporate phone firm, and would provide the buyer with access to a global telecommunications network and a large number of business-based subscribers. MCI shares jumped on Friday, hitting their highest level since April 2004 amid speculation that it would be the focus of a bidding war. A takeover of MCI would be the fifth billion-dollar telecoms deal since October as companies look to cut costs and boost client bases. Earlier this month, SBC Communications agreed to buy its former parent and phone pioneer AT&T for about $16bn.",business
"Market unfazed by Aurora setback  As the Aurora limped back to its dock on 20 January, a blizzard of photos and interviews seemed to add up to an unambiguous tale of woe.  The ship had another slice of bad luck to add to its history of health scares and technical trouble. And its owner, P&O Cruises - now part of the huge US Carnival Corporation - was looking at a significant slice chopped off this year's profits and a potential PR fiasco. No-one, however, seems to have told the stock markets. The warning of a five-cent hit to 2005 earnings came just 24 hours after one of the world's biggest investment banks had upped its target for Carnival's share price, from £35 to £36.20. Other investors barely blinked, and by 1300 GMT Carnival's shares in London were down a single penny, or 0.03%, at £32.26.  Why the mismatch between the public perception and the market's response? ""The Aurora issue had been an ongoing one for some time,"" says Deutsche Bank's Simon Champion. ""It was clearly a source of uncertainty for the company - it was a long cruise, after all. But the stock market is very good at treating these issues as one-off events.""  Despite its string of bad luck, he pointed out, Aurora is just one vessel in a large Carnival fleet, the UK's P&O Princess group having been merged into the much larger US firm in 2003. And generally speaking, Carnival has a reputation for keeping its ships pretty much on schedule. ""Carnival has an incredibly strong track record,"" Mr Champion.  Similarly, analysts expect the impact on the rest of the cruise business to be limited. The hundreds of disappointed passengers who have now had to give up the opportunity to spend the next three months on the Aurora have got both a refund and a credit for another cruise. That should mitigate some of the PR risk, both for Carnival and its main competitor, Royal Caribbean. ""While not common, cancellations for technical reasons are not entirely unusual in the industry,"" wrote analysts from Citigroup Smith Barney in a note to clients on Friday. ""Moreover, such events typically have a limited impact on bookings and pricing for future cruises."" After all, the Aurora incident may be big news in the UK - but for Carnival customers elsewhere it's unlikely to make too much of a splash.  Assuming that Citigroup is right, and demand stays solid, the structure of the industry also works in Carnival's favour. In the wake of P&O Princess's takeover by Carnival, the business is now to a great extent a duopoly. Given the expense of building, outfitting and running a cruise ship, ""slowing supply growth"" is a certainty, said David Anders at Merrill Lynch on Thursday. In other words, if you do want a cruise, your options are limited. And with Carnival remaining the market leader, it looks set to keep selling the tickets - no matter what happens to the ill-fated Aurora in the future.",business
"Millions 'to lose textile jobs'  Millions of the world's poorest textile trade workers will lose their jobs under new trade rules to be introduced in the new year, a charity has warned.  The World Trade Organisation (WTO) is to end its Multi-Fibre Agreement (MFA) on midnight of 31 December. Christian Aid condemned the move, saying it would see almost a million jobs in Bangladesh alone being axed. However, supporters of the change claim it will mean increased efficiency and lower costs for Western consumers.  It will also see more jobs created in India and China, advocates argue. The WTO said that many developing countries support the end of quotas and stressed that funding was available to countries such as Bangladesh to help them make the transition to a fully liberalised market. ""There will be a period of adjustment required,"" said WTO spokesman Keith Rockwell. ""Some countries will do better than others but there is no one who is suggesting that no developing country will do well out of this. ""Some countries where it may appear that orders will dry up have seen orders surging and there are many companies who will continue with existing trading relationships.""  Christian Aid has called on British firms not to simply ""cut and run"" but look after their workers, in a new report called Rags To Riches To Rags.  It added that with few employment alternatives available many sacked garment workers could end up in far worse jobs - with some of the mainly female workers forced into the sex trade. The WTO itself has warned that as many as 27 million jobs could be lost as a result of liberalisation in the textile industry. Some of the world's fastest developing countries which rely on textile exports to build growth - for example in Bangladesh textiles account for almost 85% of the country's exports and the industry employs around 1.5 million people. The MFA pact has helped developing countries get a bigger share of the world market. ""The losers in this new trade landscape will be some of the most vulnerable workers in countries such as Bangladesh, Cambodia, Sri Lanka and Nepal,"" Andrew Pendleton, Christian Aid's head of Trade Policy, said. ""They will be hard-pressed to cope when garment industries there lose their protection. ""We are deeply concerned that the New Year will spell misery for huge numbers of garment workers."" The WTO said there was no consenus among its members to retain the quotas and emphasised that funding was available to countries such as Bangladesh to help them adjust to the liberalised market.  It added that the impact of the changes for workers most affected by the shake-up had not been considered, adding such seismic changes to policy should ""put the interests of poor people first - rather than simply aiming to liberalise markets at any cost"". While the current MFA was not perfect, its did allow Third World countries like Bangladesh to get onto the first rung of industrial development, Christian Aid said. ""International trade must not be governed by a 'race to the bottom' that pitches one set of poor people against another,"" Mr Pendleton added.",business
"Newest EU members underpin growth Newest EU members underpin growth  The European Union's newest members will bolster Europe's economic growth in 2005, according to a new report.  The eight central European states which joined the EU last year will see 4.6% growth, the United Nations Economic Commission for Europe (UNECE) said. In contrast, the 12 Euro zone countries will put in a ""lacklustre"" performance, generating growth of only 1.8%. The global economy will slow in 2005, the UNECE forecasts, due to widespread weakness in consumer demand.  It warned that growth could also be threatened by attempts to reduce the United States' huge current account deficit which, in turn, might lead to significant volatility in exchange rates.  UNECE is forecasting average economic growth of 2.2% across the European Union in 2005. However, total output across the Euro zone is forecast to fall in 2004 from 1.9% to 1.8%. This is due largely to the faltering German economy, which shrank 0.2% in the last quarter of 2004. On Monday, Germany's BdB private banks association said the German economy would struggle to meet its 1.4% growth target in 2005.  Separately, the Bundesbank warned that Germany's efforts to reduce its budget deficit below 3% of GDP presented ""huge risks"" given that headline economic growth was set to fall below 1% this year. Publishing its 2005 economic survey, the UNECE said central European countries such as the Czech Republic and Slovenia would provide the backbone of the continent's growth. Smaller nations such as Cyprus, Ireland and Malta would also be among the continent's best performing economies this year, it said. The UK economy, on the other hand, is expected to slow in 2005, with growth falling from 3.2% last year to 2.5%.  Consumer demand will remain fragile in many of Europe's largest countries and economies will be mostly driven by growth in exports. ""In view of the fragility of factors of domestic growth and the dampening effects of the stronger euro on domestic economic activity and inflation, monetary policy in the euro area is likely to continue to 'wait and see', the organisation said in its report. Global economic growth is expected to fall from 5% in 2004 to 4.25% despite the continued strength of the Chinese and US economies. The UNECE warned that attempts to bring about a controlled reduction in the US current account deficit could cause difficulties. ""The orderly reversal of the deficit is a major challenge for policy makers in both the United States and other economies,"" it noted.",business
"Optimism remains over UK housing  The UK property market remains robust despite the recent slowdown, according to mortgage lender Bradford & Bingley and housebuilder George Wimpey.  B&B said the buy-to-let market - in which the bank is a major player - would continue to grow much faster than the wider mortgage market. The comments came as it reported a 6% rise in profits to £280.2m ($532m). Wimpey reported a 19% rise in profits to £450.7m and said recent new home reservations were better than expected.  Recent housing market surveys have indicated that the UK property market has cooled in recent months after several years of rapid growth. Last week, figures from the Council of Mortgage Lenders (CML) indicated that the popularity of buy-to-let mortgages - a key phenomenon of the housing boom - could be waning.  But B&B - which has a 22% share of the UK buy-to-let mortgage market - said that while rates of growth were moderating, the sector ""continues to grow at a rate considerably above that of the whole mortgage market"". Overall, B&B said that ""housing market fundamentals remain strong"". ""Interest rates and unemployment are both likely to remain at historically low levels, real household incomes should continue to grow and housing demand is likely to outstrip supply into the medium-term."" Despite the upbeat tone, shares in B&B were down more than 4% at 325.5p in morning trade as analysts worried over future earnings growth.  Wimpey's profit figures came in at the top of expectations, with the numbers helped by buoyant sales in the US offsetting a slight slowdown in the UK. Wimpey said the UK housing market had proved ""challenging"" last year. ""By late summer, the market in general had slowed sharply across the country and showed no real improvement during the autumn,"" it added. However, the first seven weeks of this year had produced promising signs, Wimpey said. ""Visitor levels and interest in this period have been encouraging and reservations have been at the stronger end of our expectations."" Shares in Wimpey were up 6% at 458.5p in morning trade.",business
"Orange colour clash set for court Orange colour clash set for court  A row over the colour orange could hit the courts after mobile phone giant Orange launched action against a new mobile venture from Easyjet's founder.  Orange said it was starting proceedings against the Easymobile service for trademark infringement. Easymobile uses Easygroup's orange branding. Founder Stelios Haji-Ioannou has pledged to contest the action. The move comes after the two sides failed to come to an agreement after six months of talks. Orange claims the new low-cost mobile service has infringed its rights regarding the use of the colour orange and could confuse customers - known as ""passing off"".  ""Our brand, and the rights associated with it are extremely important to us,"" Orange said in a statement. ""In the absence of any firm commitment from Easy, we have been left with no choice but to start an action for trademark infringement and passing off."" However, Mr Haji-Ioannou, who plans to launch Easymobile next month, vowed to fight back, saying: ""We have nothing to be afraid of in this court case. ""It is our right to use our own corporate colour for which we have become famous during the last 10 years."" The Easyjet founder also said he planned to add a disclaimer to the Easygroup website to ensure customers are aware the Easymobile brand has no connection to Orange. The new service is the latest venture from Easygroup, which includes a chain of internet cafes, budget car rentals and an intercity bus service. Easymobile will allow customers to go online to order SIM cards and airtime - which will be rented from T-Mobile - for their existing handsets.",business
"Profits slide at India's Dr Reddy  Profits at Indian drugmaker Dr Reddy's fell 93% as research costs rose and sales flagged.  The firm said its profits were 40m rupees ($915,000; £486,000) for the three months to December on sales which fell 8% to 4.7bn rupees. Dr Reddy's has built its reputation on producing generic versions of big-name pharmaceutical products. But competition has intensified and the firm and the company is short on new product launches. The most recent was the annoucement in December 2000 that it had won exclusive marketing rights for a generic version of the famous anti-depressant Prozac from its maker, Eli Lilly. It also lost a key court case in March 2004, banning it from selling a version of Pfizer's popular hypertension drug Norvasc in the US. Research and development of new drugs is continuing apace, with R&D spending rising 37% to 705m rupees - a key cause of the decrease in profits alongside the fall in sales. Patents on a number of well-known products are due to run out in the near future, representing an opportunity for Dr Reddy, whose shares are listed in New York, and other Indian generics manufacturers.  Sales in Dr Reddy's generics business fell 8.6% to 966m rupees. Another staple of the the firm's business, the sale of ingredients for drugs, also performed poorly. Sales were down more than 25% from the previous year to 1.4bn rupees in the face of strong competition both at home, and in the US and Europe. Dr Reddy's Indian competitors are gathering strength although they too face heavy competitive pressures.",business
"Rover deal 'may cost 2,000 jobs' Rover deal 'may cost 2,000 jobs'  Some 2,000 jobs at MG Rover's Midlands plant may be cut if investment in the firm by a Chinese car maker goes ahead, the Financial Times has reported.  Shanghai Automotive Industry Corp plans to shift production of the Rover 25 to China and export it to the UK, sources close to the negotiations tell the FT. But Rover told Online News News that reports of job cuts were ""speculation"". A tie-up, seen as Rover's last chance to save its Longbridge plant, has been pushed by UK Chancellor Gordon Brown. Rover confirmed the tie-up would take place ""not very far away from this time"".  Rover bosses have said they are ""confident"" the £1bn ($1.9bn) investment deal would be signed in March or early April.  Transport & General Worker's Union general secretary Tony Woodley repeated his view on Friday that all mergers led to some job cuts. He said investment in new models was needed to ensure the future of the Birmingham plant. ""This is a very crucial and delicate time and our efforts are targeted to securing new models for the company which will mean jobs for our people,"" he said. SAIC says none of its money will be paid to the four owners of Rover, who have been accused by unions of awarding themselves exorbitant salaries, the FT reports. ""SAIC is extremely concerned to ensure that its money is used to invest in the business rather than be distributed to the shareholders,"" the newspaper quotes a source close to the Chinese firm. Meanwhile, according to Chinese state press reports, small state-owned carmaker Nanjing Auto is in negotiations with Rover and SAIC to take a 20% stake in the joint venture. SAIC was unavailable for comment on the job cuts when contacted by Online News News. Rover and SAIC signed a technology-sharing agreement in August.",business
"SA unveils 'more for all' budget  The South African government has put tax cuts and increased social spending at the centre of its latest budget.  Aiming to both stir economic growth and aid the country's poor, finance minister Trevor Manuel said the focus of the 2005 budget was ""more for all"". The tax cuts target firms and individuals, cutting corporate tax from 30% to 29% and offering income tax cuts worth 6.8bn rand ($1.2bn; £910m). Spending on health and education will rise by 9.4% and 8.1% respectively. Spending on housing and sanitation will rise by 12%. All the spending increases will run over the next three years.  Unveiling the 418bn-rand budget to parliament, Mr Manuel said the South African economy had grown by an average of 3.2% over the past four years, slightly below the African average of 4%.  He predicted that the South African economy would grow by 4.3% in 2005 and 4.2% in 2006. Mr Manuel added that inflation fell to 4.3% in 2004 and is expected to remain at between 3% and 6% from now until at least 2008, helped by interest rates which are at their lowest level in 24 years. Given that both corporate and personal taxes are being cut - under the new measures, those earning less than 35,000 rand a year will be exempt from income tax - the extra 22.3bn rand in social spending will be partly met by higher fuel, tobacco and alcohol taxes.  ""In this budget, the focus is on more for all, not more for some, and not a hell of a lot more for a few, but spread across all of South Africa,"" said Mr Manuel. He said that the economic situation was a ""marked improvement"" on the position at the end of apartheid, but acknowledged that more needed to be done to improve the lives and livelihoods of the disadvantaged. About 280,000 jobs a year have been created in South Africa since 2000 but unemployment remains high, currently close to 30%. Economist Colen Garrow said the budget looked as if it would stimulate economic growth. ""It's pleasant to see the cut in company taxes, it's a good incentive for business,"" he said.",business
"SBC plans post-takeover job cuts SBC plans post-takeover job cuts  US phone company SBC Communications said it expects to cut around 12,800 jobs following its $16bn (£8.5bn) takeover of former parent AT&T.  SBC said 5,125 positions would go as a result of network efficiencies. Another 1,700 will go from its sales department, 3,400 from business operations and 2,600 across legal, advertising and public relations. SBC currently employs 163,000 people while AT&T employs 47,000. The takeover was announced on Monday. The deal will be financed with $15bn of shares as well as a $1bn special dividend paid to AT&T shareholders.  It effectively marks the end of AT&T, which was founded in 1875 by telephone pioneer Alexander Graham Bell and is one of the US's best-known companies. SBC and AT&T said estimated cost savings of at least $2bn from 2008 were a main driver for the merger. AT&T is a long-distance telecoms firm, while SBC is mainly focused on the local market in the western US. Both also have data network businesses. The takeover is subject to approval by AT&T's shareholders and regulators. The companies said they expected to complete the agreement during the first half of 2006.",business
"Safety alert as GM recalls cars Safety alert as GM recalls cars  The world's biggest carmaker General Motors (GM) is recalling nearly 200,000 vehicles in the US on safety grounds, according to federal regulators.  The National Highway Traffic Safety Administration (NHTSA) said the largest recall involves 155,465 pickups, vans and sports utility vehicles (SUVs). This is because of possible malfunctions with the braking systems. The affected vehicles in the product recall are from the 2004 and 2005 model years, GM said. Those vehicles with potential faults are the Chevrolet Avalanche, Express, Kodiak, Silverade and Suburban; the GMC Savana, Sierra and Yukon.  The NHTSA said a pressure accumulator in the braking system could crack during normal driving and fragments could injure people if the hood was open. This could allow hydraulic fluid to leak, which could make it harder to brake or steer and could cause a crash, it warned. GM is also recalling 19,924 Cadillac XLR coupes, SRX SUVs and Pontiac Grand Prix sedans from the 2004 model year. This is because the accelerator pedal may not work properly in extremely cold temperatures, requiring more braking. In addition, the car giant is calling back 17,815 Buick Raniers, Chevrolet Trailblazers, GMC Envoys and Isuzu Ascenders from the 2005 model years because the windshield is not properly fitted and could fall out in a crash. However, GM stressed that it did not know of any injuries related to the problems. News of the recall follows an announcement last month that GM expects earnings this year be lower than in 2004. The world's biggest car maker is grappling with losses in its European business, weak US sales and now a product recall. In January, GM said higher healthcare costs in North America, and lower profits at its financial services subsidiary would hurt its performance in 2005.",business
"Saudi ministry to employ women  Women will be employed in Saudi Arabia's foreign ministry for the first time this year, Foreign Minister Prince Saud Al-Faisal has been reported as saying.  The move comes as the conservative country inches open the door to working women. Last year, Crown Prince Abdullah, the de-facto ruler, told government departments to put plans in place for employing women. But progress has been slow, reports from the country say.  Earlier this week, the local Arab News said Labour Minister Ghazi al-Gosaibi had ""caused uproar"" when he said his ministry was having difficulty hiring women because they demanded segregated offices. The newspaper said many Saudi women found his explanation ""a pitiful excuse for not employing women"". Women now make up more than half of all graduates from Saudi universities but only 5% of the workforce. ""Our educational reforms have created a new generation of highly-educated and professionally trained Saudi women who are acquiring their rightful position in Saudi society,"" Arab News quoted Prince Saud as saying. ""I am proud to mention here that this year we shall have women working in the Ministry of Foreign Affairs for the first time.""",business
"Shares hit by MS drug suspension Shares hit by MS drug suspension  Shares in Elan and Biogen Idec plunged on Monday as the firms suspended sales of new multiple sclerosis drug Tysabri after a patient's death in the US.  On the New York Stock Exchange, shares in Ireland-based Elan lost 70% while US partner Biogen Idec shed 43%. The firms took action after the death from a central nervous system disease and a suspected case of the condition. The cases cited involved the use of both Tysabri and Avonex, Biogen Idec's existing multiple sclerosis drug. The companies said they have no reports of the rare condition - progressive multifocal leukoencephalopathy (PML) - in patients taking either Tysabri or Avonex alone. Tysabri was approved for use in the US last November and was widely tipped to become the world's leading multiple sclerosis treatment.  ""The companies will work with clinical investigators to evaluate Tysabri-treated patients and will consult with leading experts to better understand the possible risk of PML,"" the two firms said in a statement. ""The outcome of these evaluations will be used to determine possible re-initiation of dosing in clinical trials and future commercial availability.""  Analysts had believed the product would provide a new growth opportunity for Biogen Idec, which had faced increased competition from rivals to Avonex. Elan, once the biggest firm on the Irish stock exchange, was also expected to receive a boost, from the new product. An inquiry into Elan's accounts in 2002 brought the group close to bankruptcy but the firm has been rebuilding itself since, with its share price increasing by almost four-fold last year. ""Most of the value in the company was in Tysabri,"" said Ian Hunter at Goodbody Stockbrokers in Dublin. ""Now there's a question mark over it."" Elan finished down $18.90 at $8, while Biogen fell $28.63 to $38.65.  - Shares in UK pharmaceutical firm Phytopharm closed down 19.84% at 151.5 pence on the London Stock Exchange on Monday, after it said a partner was set to pull out of a deal on an experimental Alzheimer's disease treatment. Phytopharm said Japan's Yamanouchi Pharmaceutical was likely to end a licensing agreement, prompting analysts to raise questions over the level of its future cash reserves.",business
"Slowdown hits US factory growth Slowdown hits US factory growth  US industrial production increased for the 21st month in a row in February, but at a slower pace than in January, official figures show.  The Institute for Supply Management (ISM) index fell to 55.3 in February, from an adjusted 56.4 in January. Although the index was lower than in January, the fact that it held above 50 shows continued growth in the sector. ""February was another good month in the manufacturing sector,"" said ISM survey chairman Norbert Ore.  ""While the overall rate of growth is slowing, the overall picture is improving as price increases and shortages are becoming less of a problem. Exports and imports remain strong,"" he said. Analysts had expected February's figure to be stronger than January's and come in at 57. Of the 20 manufacturing sectors surveyed by ISM, 13 reported growth. They included the textiles, apparel, tobacco, chemicals and transportation sectors. The ISM's index of national manufacturing activity is compiled from the responses of purchasing executives at more than 400 industrial companies.",business
"US bank boss hails 'genius' Smith  US Federal Reserve chairman Alan Greenspan has given a speech at a Scottish church in honour of the pioneering economist, Adam Smith.  He delivered the 14th Adam Smith Lecture in Kirkcaldy, Fife. The Adam Smith Lecture celebrates the author of 1776's Wealth of Nations, which became a bible of capitalism. Dr Greenspan was invited by Chancellor Gordon Brown, whose minister father John used to preach at the St Bryce Kirk church. Mr Brown introduced Dr Greenspan to the 400 invited guests as the ""the world's greatest economist"". Dr Greenspan, 79, who has been in the UK to attend the G7 meeting in London, said the world could never repay the debt of gratitude it owed to Smith, whose genius he compared to that of Mozart.  He said the philosopher was a ""towering contributor to the modern world"". ""Kirkcaldy, the birthplace in 1723 of Adam Smith and, by extension, of modern economics, is also of course, where your chancellor was reared. ""I am led to ponder to what extent the chancellor's renowned economic and financial skills are the result of exposure to the subliminal intellect-enhancing emanation in this area."" He continued: ""Smith reached far beyond the insights of his predecessors to frame a global view of how market economics, just then emerging, worked. ""In so doing he supported changes in societal organisation that were to measurably enhance standards of living.""  Dr Greenspan said Smith's revolutionary philosophy on human self-interest, laissez-faire economics and competition had been a force for good in the world. ""The incredible insights of a handful of intellectuals of the Enlightenment - especially with Smith toiling in the environs of Kirkcaldy - created the modern vision of people free to choose and to act according to their individual self-interest,"" he said. Following his lecture, Dr Greenspan - who received an honorary knighthood from the Queen at Balmoral in 2002 - was awarded an honorary fellowship of the Royal Society of Edinburgh. He later opened an exhibition dedicated to Smith in the atrium of Fife College of Further and Higher Education. Joyce Johnston, principal of the college, said: ""It is very fitting that the world's premier economist delivered this lecture in tribute to the world's first economist."" Dr Greenspan - who became chairman of the Federal Reserve for an unprecedented fifth term in June 2004 - will step down in January next year. He has served under Presidents George W Bush, Bill Clinton, George Bush, and Ronald Reagan. He was also chairman of the council of economic advisors to Gerald Ford.",business
"US consumer confidence up US consumer confidence up  Consumers' confidence in the state of the US economy is at its highest for five months and they are optimistic about 2005, an influential survey says.  The feel-good factor among US consumers rose in December for the first time since July according to new data. The Conference Board survey of 5,000 households pointed to renewed optimism about job creation and economic growth. US retailers have reported strong sales over the past 10 days after a slow start to the crucial festive season.  According to figures also released on Tuesday, sales in shopping malls in the week to 25 December were 4.3% higher than in 2003 following a last minute rush. Wal-Mart, the largest US retailer, has said its December sales are expected to be better than previously forecast because of strong post-Christmas sales.  It is expecting annual sales growth of between 1% and 3% for the month. Consumer confidence figures are considered a key economic indicator because consumer spending accounts for about two thirds of all economic activity in the United States. ""The continuing economic expansion, combined with job growth, has consumers ending this year on a high note,"" said Lynn Franco, director of the Conference Board's consumer research centre. ""And consumers' outlook suggests that the economy will continue to expand in the first half of next year."" The overall US economy has performed strongly in recent months, prompting the Federal Reserve to increase interest rates five times since June.",business
"US trade deficit widens sharply  The gap between US exports and imports has widened to more than $60bn (£31.7bn), an all-time record.  Figures from the Commerce Department for November showed exports down 2.3% to $95.6bn, while imports grew 1.3% to $155.8bn on rising consumer demand. Part of the expanding deficit came from high prices for oil imports. But the numbers suggested the sliding dollar - which makes exports less expensive - has had little impact, and could indicate slowing economic growth.  The trade deficit - far bigger than the $54bn widely expected on Wall Street - prompted a rapid response from the currency markets.  By 1650 GMT, the dollar was trading against the euro at $1.3280, almost a cent and a half weaker than before the announcement. Against the pound, the dollar was down about 0.7% at $1,8923. ""The dollar's fall has been sudden, violent and appropriate given this number,"" said Brian Taylor of Wells Fargo in Minneapolis. ""Recent exchange rate movements certainly haven't had any impact yet."" Treasury Secretary John Snow put a brave face on the news, saying it was a sign of strong economic expansion. ""The economy is growing at such a fast rate that it is generating lots of disposable income... some of which is used to buy goods from our trading partners.""  Although the White House officially still backs the US's traditional ""strong dollar"" policy, it has tacitly indicated that it would be happy if the slide continued. The dollar has fallen by 50% against the euro - as well as by 30% against the yen - in the past three years. The main catalyst, most economists accept, is the large budget deficit on the one hand, and the current account deficit - the difference between the flow of money in and out of the US - on the other. The trade deficit is a large part of the latter. In November, the fall in exports was largely due to a decline in sales of industrial supplies and materials such as chemicals, as well as of cars, consumer goods and food. One small bright spot for US policy-makers was a slight decline in the deficit with China, often blamed for job losses and other economic woes. Although China's overall trade surplus is expanding, according to Chinese government figures, the Commerce Department revealed the US's deficit with China was $19.6bn in November, down from $19.7bn the month before. But the deficit with Japan was at its worst in more than four years.",business
"Ukraine steel sell-off 'illegal'  The controversial sell-off of a Ukrainian steel mill to a relative of the former president was illegal, a court has ruled.  The mill, Krivorizhstal, was sold in June 2004 for $800m (£424m) - well below other offers. President Viktor Yushchenko, elected in December, is planning to revisit many of Ukraine's recent privatisations. Krivorizhstal is one of dozens of firms which he says were sold cheaply to friends of the previous administration.  On Wednesday, Prime Minister Yulia Tymoshenko said as many as 3,000 firms could be included on the list of firms whose sale was being reviewed.  Mr Yushchenko had previously said the list would be limited to 30-40 enterprises. More than 90,000 businesses in all, from massive corporations to tiny shopfronts, have been sold off since 1992, as the command economy built up when Ukraine was part of the Soviet Union was dismantled. Analysts have suggested that the government needs to avoid the impression of an open-ended list, so as to preserve investor confidence.  Thursday's ruling by a district court in Perchesk overturned a previous decision in a lower court permitting the sale. The consortium which won the auction for the mill was created by Viktor Pinchuk, son-in-law of former-President Leonid Kuchma, and Rinat Akhmetov, the country's richest man. The next step is for the supreme court to annul the sale altogether, opening the way for Krivorizhstal to be resold. Mr Yushchenko has suggested a fair valuation could be as much as $3bn. One of the foreign bidders who lost out, steel giant LNM, told Online News News that it would be interested in any renewed sale.",business
